date,773869,767541,767542,717447,717446,717445,773062,767620,737529,717816,765604,767471,716339,773906,765273,716331,771667,716337,769953,769402,769403,769819,769405,716941,717578,716960,717804,767572,767573,773012,773013,764424,769388,716328,717819,769941,760987,718204,718045,769418
5/1/2012 0:00,64.375,67.625,67.125,61.5,66.875,68.75,65.125,67.125,59.625,62.75,55.5,66.5,64.25,68.5,60.375,67.5,37.75,63.125,59.75,62.125,67.25,41.25,54.625,58.125,65.125,64.25,61.25,62.75,66.875,47.375,57,67.75,65.125,66.875,64,62,64.375,60.75,60.75,62.375
5/1/2012 0:05,62.66666667,68.55555556,65.44444444,62.44444444,64.44444444,68.11111111,65,65,57.44444444,63.33333333,58.77777778,58.44444444,66.44444444,65.44444444,56.11111111,65.44444444,39,63.77777778,63.11111111,66.11111111,65.77777778,56.77777778,50.77777778,56.22222222,66.88888889,54.44444444,67.88888889,61.55555556,67.55555556,46.77777778,67.77777778,67.88888889,68,67.44444444,66.44444444,67.22222222,63,64.33333333,64,61.88888889
5/1/2012 0:10,64,63.75,60,59,66.5,66.25,64.5,64.25,63.875,65.375,61.375,62.375,64.75,65.25,61.875,67.875,35.25,63.875,35.625,65,69.125,49.125,55.625,59.125,67.875,63.125,63,64.5,59,47.75,61.57142857,66.5,68.5,65,66.25,51.25,63.875,64.875,65.625,64.625
5/1/2012 0:15,61.77777778,65.5,62.55555556,59.88888889,66.77777778,67.16666667,63.22222222,65.27777778,63.58333333,64.69444444,62.13888889,63.69444444,64.05555556,65.27777778,60.47222222,68.02777778,39.5,64.25,37.52777778,65.66666667,67.75,50.30555556,53.41666667,60.63888889,68.25,64.08333333,64.66666667,64.11111111,61.11111111,49.94444444,60.71428571,66.77777778,67.77777778,65.22222222,65.83333333,53.38888889,65.91666667,65.58333333,63.75,64.19444444
5/1/2012 0:20,59.55555556,67.25,65.11111111,60.77777778,67.05555556,68.08333333,61.94444444,66.30555556,63.29166667,64.01388889,62.90277778,65.01388889,63.36111111,65.30555556,59.06944444,68.18055556,43.75,64.625,39.43055556,66.33333333,66.375,51.48611111,51.20833333,62.15277778,68.625,65.04166667,66.33333333,63.72222222,63.22222222,52.13888889,59.85714286,67.05555556,67.05555556,65.44444444,65.41666667,55.52777778,67.95833333,66.29166667,61.875,63.76388889
5/1/2012 0:25,57.33333333,69,67.66666667,61.66666667,67.33333333,69,60.66666667,67.33333333,63,63.33333333,63.66666667,66.33333333,62.66666667,65.33333333,57.66666667,68.33333333,48,65,41.33333333,67,65,52.66666667,49,63.66666667,69,66,68,63.33333333,65.33333333,54.33333333,59,67.33333333,66.33333333,65.66666667,65,57.66666667,70,67,60,63.33333333
5/1/2012 0:30,66.5,63.875,67.875,62.375,64.375,67.75,65.125,64.875,56.25,63,58.625,69,64.625,60.375,56.85714286,64.5,37,66.625,48.875,65.125,65.875,51.625,51.75,54.125,67.75,62.875,64.375,63,69.625,48.5,62.625,66.625,63.625,65.25,66.14285714,48.875,65.875,65.125,66.375,62.875
5/1/2012 0:35,63.625,67.25,63.25,60.5,57.375,65.5,64.625,65.5,60.375,66.625,53,68.375,63.375,59.375,63.25,66.625,37,62.125,42,66.375,66.125,52.75,51.75,54.875,65.875,61.375,56.375,64,65.25,50,61.75,67.5,63.625,63,66.625,53.25,62.75,65.75,60.25,60.75
5/1/2012 0:40,68.75,65.25,63.5,63,65.125,68,65.125,63.75,62.625,66.75,56.875,65.75,56.25,67.375,56.625,65.25,38.125,65.625,30.375,65.75,66,45.375,53.625,55.625,66.625,63.625,66.25,61.25,56.875,50.375,61.125,69.5,65.625,55.875,53,44.875,60.125,67.875,60.5,58.75
